Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Araneae,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,1
Opiliones,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Pseudoscorpiones,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Ixodida,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Ricinulei,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Schizomida,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Palpigradi,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Chilopoda,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Diplopoda,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,2
Symphyla,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,8
Tetramerocerata,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,2
Isopoda,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Amphipoda,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Annelida,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Gastropoda,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Euonychophora,16.1.20,Dry,W,5S,Soil,1609.1,35.93333333,1030.896733,30.33333333,0
Unknown,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,2
Hymenoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,4
Coleoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,19
Hemiptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,16
Diptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,1
Blattodea,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Thysanoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Psocoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Lepidoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Orthoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Trichoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Neuroptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Zoraptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Phthiraptora,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,2
Mecoptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Dermaptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Zygentoma,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Embioptera,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Archaeognatha,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Protura,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,17
Diplura,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,3
Entomobryomorpha,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,19
Poduromorpha,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,2
Symphypleona,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,15
Acari other,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,28
Oribatida,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,50
Araneae,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Opiliones,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Pseudoscorpiones,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Ixodida,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Ricinulei,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Schizomida,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Palpigradi,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Chilopoda,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Diplopoda,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Symphyla,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,3
Tetramerocerata,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,7
Isopoda,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Amphipoda,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Annelida,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Gastropoda,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Euonychophora,16.1.20,Dry,C,6S,Soil,1417.7,35.76666667,910.6359667,26.1,0
Unknown,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,4
Hymenoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,19
Coleoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,6
Hemiptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,2
Diptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Blattodea,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Thysanoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Psocoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Lepidoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Orthoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Trichoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Neuroptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Zoraptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Phthiraptora,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Mecoptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Dermaptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Zygentoma,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Embioptera,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Archaeognatha,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Protura,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Diplura,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,3
Entomobryomorpha,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,19
Poduromorpha,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Symphypleona,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,8
Acari other,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,86
Oribatida,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,146
Araneae,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,1
Opiliones,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Pseudoscorpiones,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Ixodida,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Ricinulei,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Schizomida,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Palpigradi,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Chilopoda,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Diplopoda,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Symphyla,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Tetramerocerata,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,3
Isopoda,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Amphipoda,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Annelida,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Gastropoda,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Euonychophora,16.1.20,Dry,W,7S,Soil,1435.4,31.73333333,979.8997333,29.66666667,0
Unknown,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,1
Hymenoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,32
Coleoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,17
Hemiptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,4
Diptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,1
Blattodea,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Thysanoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Psocoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Lepidoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Orthoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Trichoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Neuroptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Zoraptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Phthiraptora,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Mecoptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Dermaptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Zygentoma,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Embioptera,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Archaeognatha,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Protura,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,1
Diplura,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,4
Entomobryomorpha,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,9
Poduromorpha,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,3
Symphypleona,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,5
Acari other,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,32
Oribatida,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,27
Araneae,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Opiliones,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Pseudoscorpiones,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Ixodida,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Ricinulei,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Schizomida,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Palpigradi,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Chilopoda,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Diplopoda,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,1
Symphyla,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Tetramerocerata,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,3
Isopoda,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Amphipoda,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Annelida,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Gastropoda,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Euonychophora,16.1.20,Dry,C,8S,Soil,1567.6,43.16666667,890.9193333,25.96666667,0
Unknown,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Hymenoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,19
Coleoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,8
Hemiptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,1
Diptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Blattodea,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Thysanoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Psocoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Lepidoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Orthoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Trichoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Neuroptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Zoraptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Phthiraptora,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Mecoptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Dermaptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Zygentoma,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Embioptera,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Archaeognatha,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Protura,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Diplura,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Entomobryomorpha,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,20
Poduromorpha,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,1
Symphypleona,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,18
Acari other,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,37
Oribatida,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,57
Araneae,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Opiliones,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Pseudoscorpiones,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Ixodida,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Ricinulei,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Schizomida,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Palpigradi,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Chilopoda,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Diplopoda,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Symphyla,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,7
Tetramerocerata,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,3
Isopoda,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Amphipoda,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Annelida,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,1
Gastropoda,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Euonychophora,16.1.20,Dry,W,9S,Soil,1532.7,35.1,994.7223,30.5,0
Unknown,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,3
Hymenoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,21
Coleoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,16
Hemiptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,1
Diptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Blattodea,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,4
Thysanoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Psocoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Lepidoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Orthoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Trichoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Neuroptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Zoraptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Phthiraptora,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Mecoptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Dermaptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Zygentoma,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Embioptera,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Archaeognatha,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Protura,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,13
Diplura,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,5
Entomobryomorpha,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,5
Poduromorpha,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Symphypleona,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,3
Acari other,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,24
Oribatida,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,8
Araneae,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Opiliones,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Pseudoscorpiones,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Ixodida,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Ricinulei,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Schizomida,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Palpigradi,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Chilopoda,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,1
Diplopoda,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Symphyla,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,2
Tetramerocerata,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,3
Isopoda,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Amphipoda,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Annelida,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Gastropoda,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Euonychophora,16.1.20,Dry,C,10S,Soil,1460.7,32,993.276,26.3,0
Unknown,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,2
Hymenoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,7
Coleoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,3
Hemiptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,1
Diptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,10
Blattodea,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,53
Thysanoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,7
Psocoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Lepidoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Orthoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Trichoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,1
Neuroptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Zoraptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Phthiraptora,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Mecoptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Dermaptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Zygentoma,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Embioptera,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Archaeognatha,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Protura,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Diplura,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Entomobryomorpha,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,27
Poduromorpha,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Symphypleona,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,19
Acari other,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,57
Oribatida,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,62
Araneae,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,1
Opiliones,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Pseudoscorpiones,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Ixodida,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Ricinulei,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Schizomida,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Palpigradi,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Chilopoda,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Diplopoda,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Symphyla,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,2
Tetramerocerata,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Isopoda,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Amphipoda,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Annelida,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Gastropoda,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,1
Euonychophora,16.1.20,Dry,W,1L,Litter,220.8,35.36666667,NA,31.7,0
Unknown,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,3
Hymenoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,5
Coleoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,2
Hemiptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,3
Diptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,7
Blattodea,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Thysanoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,1
Psocoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,2
Lepidoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Orthoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Trichoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Neuroptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Zoraptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Phthiraptora,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Mecoptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Dermaptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Zygentoma,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Embioptera,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Archaeognatha,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Protura,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Diplura,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,0
Entomobryomorpha,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,29
Poduromorpha,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,2
Symphypleona,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,9
Acari other,16.1.20,Dry,C,2L,Litter,141.1,31.83333333,NA,27.26666667,69
